0 0
0.04 2064.36
0.08 4128.74
0.12 5526.3
0.16 6640.06
0.2 6893.58
0.24 6061.16
0.28 4021.24
0.32 2997.04
0.36 2313.56
0.4 1271.06
0.44 973.42
0.48 831.48
0.52 756.822
0.56 707.992
0.6 680.212
0.64 663.795
0.68 656.257
0.72 655.561
0.76 660.521
0.8 663.043
0.84 599.197
0.88 577.255
0.92 569.944
0.96 569.624
1 573.584
