0 0
0.04 2008.4
0.08 4016.82
0.12 5811.24
0.16 6936.02
0.2 7509.68
0.24 6367.64
0.28 5418.76
0.32 3910.04
0.36 2036.7
0.4 1499.4
0.44 1151.53
0.48 1069.28
0.52 1030.88
0.56 1024.32
0.6 1030.86
0.64 997.88
0.68 933.576
0.72 915.298
0.76 914.448
0.8 923.346
0.84 934.49
0.88 947.8
0.92 966.108
0.96 987.88
1 1012.22
