0 0
0.04 1924.12
0.08 3826.4
0.12 5632.6
0.16 7182.4
0.2 8206.4
0.24 8110.2
0.28 6903.6
0.32 5124.6
0.36 3415.2
0.4 2282
0.44 1820.68
0.48 1708.8
0.52 1517.44
0.56 1501.68
0.6 1503.18
0.64 1524.21
0.68 1558.94
0.72 1572.76
0.76 1578.1
0.8 1542.08
0.84 1542.44
0.88 1560.18
0.92 1587.64
0.96 1621.38
1 1659.56
