time,bot_react_y
0,0
0.01,-56.393961513077
0.02,-112.78140689792
0.03,-168.89007211037
0.04,-224.6429258115
0.05,-279.78047689879
0.06,-334.06844098197
0.07,-387.22667001635
0.08,-438.94517456495
0.09,-488.89254131569
0.1,-536.64795373434
0.11,-581.74550568204
0.12,-623.75554949908
0.13,-662.09443788047
0.14,-696.2277886412
0.15,-725.8288901384
0.16,-750.46177351288
0.17,-768.81402607427
0.177,-777.5159222419
0.184,-782.57740705088
0.1931,-784.04370039953
0.2031,-779.58283512738
0.2101,-772.54817486637
0.215,-765.46855826123
0.2199,-756.10780411799
0.22627,-740.62344280057
0.2320667,-723.93430380295
0.2378634,-705.18956397313
0.24539911,-677.76168735811
0.25293482,-648.088302436
0.26047053,-617.31434621484
0.26800624,-586.42010717026
0.2748637361,-558.92046840047
0.2817212322,-532.32965750085
0.29063597713,-499.1390601923
0.296876298581,-477.24218133065
0.303116620032,-456.4555183046
0.3112290379183,-430.94866880033
0.3212290379183,-401.78004113167
0.3312290379183,-375.31694700441
0.3412290379183,-351.43625092525
0.3512290379183,-329.87841647971
0.3612290379183,-310.37968643744
0.3712290379183,-292.68526516025
0.3812290379183,-276.57763899932
0.3912290379183,-261.8697489001
0.4012290379183,-248.07353688619
0.4112290379183,-235.7201135441
0.4212290379183,-224.05552773964
0.4312290379183,-213.52901896391
0.4412290379183,-203.83100666828
0.4512290379183,-194.82205281015
0.4612290379183,-186.61098592384
0.4712290379183,-179.24449684729
0.4812290379183,-172.2094609911
0.4912290379183,-165.72267930256
0.5012290379183,-159.90833657949
0.5112290379183,-154.3440310361
0.5212290379183,-149.02756980528
0.5312290379183,-144.09363039532
0.5412290379183,-139.54865785218
0.5512290379183,-135.43952451734
0.5612290379183,-131.52487546922
0.5712290379183,-127.87563219234
0.5812290379183,-124.35137286212
0.5912290379183,-121.10921096973
0.6012290379183,-117.96358968807
0.6112290379183,-115.03900248301
0.6212290379183,-112.35299666197
0.6312290379183,-109.73194934655
0.6412290379183,-107.18319482664
0.6512290379183,-104.77297866904
0.6612290379183,-102.5022210897
0.6712290379183,-100.36213441462
0.6812290379183,-98.134041449449
0.6912290379183,-95.958518325132
0.7012290379183,-93.909646439803
0.7112290379183,-91.974174071028
0.7212290379183,-90.159979182151
0.7312290379183,-88.458640523665
0.7412290379183,-86.860342070335
0.7512290379183,-85.358241234086
0.7612290379183,-83.946069802233
0.7712290379183,-82.616782832421
0.7812290379183,-81.366285522653
0.7912290379183,-80.186083542984
0.8012290379183,-79.030813974054
0.8112290379183,-77.899815021242
0.8212290379183,-76.789846361555
0.8312290379183,-75.730403462021
0.8412290379183,-74.703603929452
0.8512290379183,-73.617899267875
0.8612290379183,-72.495681032219
0.8712290379183,-71.424405643574
0.8812290379183,-70.402795137851
0.8912290379183,-69.428836058316
0.9012290379183,-68.501669831754
0.9112290379183,-67.617620467767
0.9212290379183,-66.773524413597
0.9312290379183,-65.968863441893
0.9412290379183,-65.199356124131
0.9512290379183,-64.463868261922
0.9612290379183,-63.759611196362
0.9712290379183,-63.087188874395
0.9812290379183,-62.442815353575
0.9912290379183,-61.825794512901
1,-61.287949460993
