time,bot_react_y
0,0
0.01,-56.393961810274
0.02,-112.78137052747
0.03,-168.88752312134
0.04,-224.6265944651
0.05,-279.72187197552
0.06,-333.8972989054
0.07,-386.7817188821
0.08,-437.87346588468
0.09,-486.4247323071
0.1,-531.60125804214
0.11,-572.20382785668
0.117,-597.19331983382
0.124,-618.9596952354
0.1331,-640.03802165158
0.13947,-648.108423101
0.1452667,-649.62069583838
0.1510634,-646.3402797592
0.15859911,-636.85344326864
0.1654566061,-618.24426661132
0.17025685337,-599.6759681572
0.173617026459,-585.02598555018
0.176977199548,-569.24870208858
0.18003495705899,-554.11291778392
0.18309271456998,-538.29978503609
0.18587527390498,-523.42193153322
0.18865783323998,-508.10616519402
0.19118996223483,-494.01755559635
0.19372209122968,-479.83587187321
0.196026328615,-466.99528602487
0.19833056600031,-454.25997492513
0.20132607460122,-437.70540596242
0.20405198742805,-422.96553443011
0.20677790025487,-408.61985481245
0.21032158692975,-390.4021498451
0.21354634180388,-374.55728591692
0.21677109667802,-359.52135582695
0.2209632780144,-340.90378473822
0.2247781630305,-325.08664297121
0.2285930480466,-310.31573535842
0.23355239856754,-292.34567333081
0.23806540754159,-277.30388450696
0.24257841651564,-263.45808391368
0.2484453281819,-247.10852804533
0.2537842177982,-233.79729864873
0.2591231074145,-221.73478369941
0.26606366391569,-207.82049528727
0.27508638736724,-192.72574214267
0.28508638736724,-178.94144019626
0.29508638736724,-167.19240128184
0.30508638736724,-156.58954486946
0.31508638736724,-147.16527116896
0.32508638736724,-139.18411453627
0.33508638736724,-132.40404793475
0.34508638736724,-126.46792429411
0.35508638736724,-121.33170604718
0.36508638736724,-116.63843636464
0.37508638736724,-112.41576967769
0.38508638736724,-108.48727619483
0.39508638736724,-104.67682239537
0.40508638736724,-101.1636918576
0.41508638736724,-97.892853097815
0.42508638736724,-95.014608024778
0.43508638736724,-92.535309251771
0.44208638736724,-90.994982100268
0.44908638736724,-89.564694677523
0.45608638736724,-88.196085184955
0.46308638736724,-86.699925479779
0.47008638736724,-85.199611027648
0.47708638736724,-83.765940713131
0.48408638736724,-82.4280498235
0.49108638736724,-81.185446491564
0.49808638736724,-80.03554128872
0.50508638736724,-78.973629577845
0.51208638736724,-77.992433685751
0.51908638736724,-76.97436516375
0.52608638736724,-75.987886566214
0.53308638736724,-74.928395441022
0.54008638736724,-73.803275528994
0.54708638736724,-72.60015554361
0.55408638736724,-71.458163666348
0.56108638736724,-70.378215962863
0.56348738736724,-70.022652787485
0.56588838736724,-69.674283373926
0.56828938736724,-69.332712577291
0.57141068736724,-68.898462318532
0.57546837736724,-68.349550436704
0.58074337436724,-67.663152804733
0.58760087046724,-66.815490103533
0.59651561539724,-65.783189043041
0.60543036032724,-64.823433415012
0.61543036032724,-63.826799894704
0.62543036032724,-62.908636035692
0.63543036032724,-62.062630300361
0.64543036032724,-61.26406102892
0.65543036032724,-60.493966275778
0.66543036032724,-59.776569730862
0.67543036032724,-59.107846858331
0.68543036032724,-58.484995946464
0.69543036032724,-57.855974183679
0.70543036032724,-57.2018996047
0.71543036032724,-56.531997912969
0.72543036032724,-55.890211241147
0.73543036032724,-55.278223008418
0.74543036032724,-54.679056348545
0.75243036032724,-54.26157235053
0.75943036032724,-53.841653433135
0.76643036032724,-53.434365929581
0.77553036032724,-52.92766918524
0.78463036032724,-52.444234975382
0.79463036032724,-51.940860236167
0.80163036032724,-51.602742089472
0.80863036032724,-51.279923778415
0.81773036032724,-50.876279965691
0.82773036032724,-50.448924856676
0.83773036032724,-50.020035052719
0.84773036032724,-49.593902116784
0.85773036032724,-49.162755392756
0.86773036032724,-48.75169511178
0.87773036032724,-48.358765886496
0.88773036032724,-47.983650745472
0.89773036032724,-47.623585489744
0.90773036032724,-47.279348371514
0.91773036032724,-46.949739241609
0.92773036032724,-46.633926287938
0.93773036032724,-46.330616939456
0.94773036032724,-46.040752642365
0.95773036032724,-45.761591717491
0.96773036032724,-45.492485833337
0.97773036032724,-45.229205008857
0.98773036032724,-44.9758182224
0.99773036032724,-44.720278229483
1,-44.663441614741
