time,bot_react_y
0,0
0.01,-56.393961513077
0.02,-112.78137376502
0.03,-168.88764549967
0.04,-224.62813511519
0.05,-279.72549291839
0.06,-333.90036994921
0.07,-386.78135400453
0.08,-437.88261287293
0.09,-486.43807561623
0.1,-531.48600402434
0.11,-571.60263084758
0.12,-604.78040990463
0.13,-629.33266094739
0.137,-639.29524547737
0.1419,-641.25343634429
0.14533,-639.76950004503
0.14876,-636.08312573353
0.153219,-628.81683072057
0.1590157,-616.49509578935
0.16160044853,-610.35950901553
0.16418519706,-602.10846956164
0.1665373182223,-592.47354536985
0.1688894393846,-581.21306363815
0.17194719689559,-564.10984175155
0.17472975623059,-547.14306818185
0.17751231556559,-529.39457468958
0.18004444456044,-513.01609795046
0.18257657355529,-496.50443942147
0.18488081094061,-481.54707689914
0.18718504832592,-466.70910605291
0.19018055692683,-447.28373735098
0.19290646975366,-430.08515263318
0.19563238258048,-413.49635575724
0.1981129632529,-399.10859830766
0.20059354392531,-385.364046895
0.20381829879944,-368.19511808287
0.20675282573491,-353.46923636231
0.20968735267037,-339.58655712061
0.21350223768648,-322.5013609054
0.21697378305113,-308.05761196201
0.22044532841578,-294.61019871606
0.22495833738983,-278.31174573618
0.2308252490561,-258.75898379189
0.2361641386724,-243.05909650178
0.2415030282887,-229.03813249966
0.24844358478989,-212.77747898836
0.25746630824144,-194.86443493829
0.26746630824144,-178.94152428699
0.27746630824144,-165.76476999739
0.28746630824144,-154.56790910162
0.29746630824144,-144.90464640022
0.30746630824144,-136.44076606845
0.31746630824144,-128.92526157054
0.32746630824144,-121.84782627713
0.33746630824144,-115.61406529283
0.34746630824144,-109.95397024257
0.35746630824144,-104.91036176616
0.36746630824144,-100.15382670467
0.37746630824144,-95.669704761027
0.38746630824144,-91.860481524312
0.39746630824144,-88.375205604874
0.40746630824144,-85.312201500764
0.41746630824144,-82.569521866244
0.42746630824144,-80.028360597221
0.43746630824144,-77.648355938346
0.44746630824144,-75.406464732809
0.45746630824144,-73.45174252381
0.46746630824144,-71.677759472632
0.47746630824144,-70.019053245892
0.48746630824144,-68.258074877264
0.49746630824144,-66.536557477211
0.50746630824144,-64.579067866756
0.51746630824144,-62.797869512862
0.52746630824144,-61.192876967914
0.53746630824144,-59.756164572108
0.54746630824144,-58.465166650762
0.55746630824144,-57.300678932825
0.56746630824144,-56.24731531371
0.57746630824144,-55.295630560744
0.58746630824144,-54.433443880706
0.59746630824144,-53.648369878267
0.60746630824144,-52.934401616485
0.61746630824144,-52.285468118785
0.62746630824144,-51.607624250218
0.63746630824144,-50.835417442591
0.64746630824144,-50.06748581832
0.65746630824144,-49.322766226543
0.66746630824144,-48.601827460169
0.67746630824144,-47.906520279344
0.68746630824144,-47.251533253775
0.69746630824144,-46.630902983342
0.70746630824144,-46.045491374548
0.71746630824144,-45.503308492863
0.72746630824144,-44.994848861915
0.73746630824144,-44.517350805917
0.74746630824144,-44.069630625846
0.75746630824144,-43.649447843025
0.76746630824144,-43.24291175765
0.77746630824144,-42.828923441379
0.78746630824144,-42.416908556128
0.79746630824144,-42.025531022792
0.80746630824144,-41.65589680429
0.81746630824144,-41.307843137896
0.82746630824144,-40.978713502115
0.83746630824144,-40.665701209363
0.84746630824144,-40.36718090851
0.85746630824144,-40.082580399123
0.86746630824144,-39.808863711637
0.87746630824144,-39.542232624689
0.88746630824144,-39.276825437355
0.89746630824144,-39.017783664171
0.90746630824144,-38.766796811
0.91746630824144,-38.523881907672
0.92746630824144,-38.273827065956
0.93746630824144,-37.983599886265
0.94746630824144,-37.654925446626
0.95746630824144,-37.320396357536
0.96746630824144,-36.974461604886
0.97746630824144,-36.622520190248
0.98446630824144,-36.374047106745
0.99146630824144,-36.124985742197
1,-35.818920124281
