time,bot_react_y
0.80672176985757,-34.030965377845
0.81372176985757,-33.910743073677
0.82072176985757,-33.795667142506
0.82982176985757,-33.652224457659
0.83982176985757,-33.501826177389
0.84982176985757,-33.359039947225
0.85982176985757,-33.173956072343
0.86982176985757,-32.945468178723
0.87982176985757,-32.718042822992
0.88982176985757,-32.48126091129
0.89982176985757,-32.208678464932
0.90982176985757,-31.932140423758
0.91682176985757,-31.739613178221
0.92382176985757,-31.549237887686
0.92872176985757,-31.417435141459
0.92874503290897,-31.416814238945
0.92876131704495,-31.416379589045
0.92878248642172,-31.415814547789
0.92881000661153,-31.415079967742
0.92884578285828,-31.414124920383
0.92889229197905,-31.412882835678
0.92895275383605,-31.411267549218
0.92903135425015,-31.409166752494
0.92913353478848,-31.406436394277
0.92926636948831,-31.4028938581
0.92943905459809,-31.398286251359
0.9296635452408,-31.392294939426
0.92995538307633,-31.384516783996
0.93033477226252,-31.374401283121
0.93082797820456,-31.361259809094
0.93146914592922,-31.344177728005
0.93230266397127,-31.322009479513
0.93338623742594,-31.293179426909
0.93479488291701,-31.25572231796
0.9366261220554,-31.207081439659
0.93900673293531,-31.143961120983
0.94210152707919,-31.0619882403
0.94519632122307,-30.980160571447
0.94921955361012,-30.874159076171
0.95444975571328,-30.738673652674
0.95967995781644,-30.605904417404
0.96647922055055,-30.434804779408
0.97327848328465,-30.264770764333
0.98007774601876,-30.096406819676
0.98687700875287,-29.929670831585
0.99367627148697,-29.765884099254
1,-29.616556170918
